primary_key,event_time,less_than_1h_ocean,inland,island,near_bay,near_ocean,median_house_value,median_house_age,total_households,bedrooms_per_household,encoded_locality
Columbia Gardens,2024-01-27 08:14:27.928568064,0,0,0,1,0,82200.0,40-49,266,1.0254112640658022,1.0
Condit,2024-01-27 08:14:27.928568064,0,0,0,1,0,406500.0,30-39,132,1.053030303030303,72.0
Cooley Ranch,2024-01-27 08:14:27.928568064,0,1,0,0,0,88300.0,0-9,1789,1.179988820570151,558.0
Cordova Meadows,2024-01-27 08:14:27.928568064,0,1,0,0,0,120566.66666666667,20-29,1020,1.067811021431675,608.0
Core-Columbia,2024-01-27 08:14:27.928568064,0,0,0,0,1,183333.33333333334,30-39,489,1.0958648506069109,671.0
Corliss,2024-01-27 08:14:27.928568064,0,0,0,1,0,389900.0,20-29,1269,1.0055161544523246,78.0
Corona Del Mar,2024-01-27 08:14:27.928568064,1,0,0,0,0,498290.8,20-29,532,1.0757724772766413,510.0
Corona Heights,2024-01-27 08:14:27.928568064,0,1,0,0,0,77150.0,30-39,158,1.0791951710261571,939.0
Coronado,2024-01-27 08:14:27.928568064,0,0,0,1,0,105025.0,30-39,308,1.059410965869412,87.0
Cortez Hill,2024-01-27 08:14:27.928568064,0,0,0,0,1,193750.0,50-59,323,0.6020408163265306,671.0
Cory,2024-01-27 08:14:27.928568064,1,0,0,0,0,285300.0,30-39,386,0.9614922528792775,785.0
Cottonwood,2024-01-27 08:14:27.928568064,0,1,0,0,0,42866.666666666664,20-29,247,1.078040109909523,196.0
Country Club,2024-01-27 08:14:27.928568064,1,0,0,0,0,312880.4,10-19,555,1.0639749269230088,737.8
Country Heights,2024-01-27 08:14:27.928568064,0,1,0,0,0,86500.0,10-19,738,1.0311653116531165,815.0
Country Hills,2024-01-27 08:14:27.928568064,1,0,0,0,0,350000.0,30-39,124,0.9919354838709677,272.0
Cow Hollow,2024-01-27 08:14:27.928568064,0,0,0,1,0,482411.44444444444,50-59,586,1.071500930406505,713.0
Cox,2024-01-27 08:14:27.928568064,0,0,0,1,0,92385.71428571429,40-49,263,0.9380739449979075,1.0
Coyote - Fontanelle,2024-01-27 08:14:27.928568064,1,0,0,0,0,241100.0,10-19,660,1.009620002331274,785.0
Crafton,2024-01-27 08:14:27.928568064,0,1,0,0,0,123466.66666666667,20-29,549,1.0693797688050561,593.3333333333334
Creekside,2024-01-27 08:14:27.928568064,0,1,0,0,0,98100.0,10-19,766,1.010443864229765,815.0
Crescent City North,2024-01-27 08:14:27.928568064,0,0,0,0,1,73200.0,10-19,479,1.2860125260960333,92.0
Crescent Park,2024-01-27 08:14:27.928568064,0,0,0,1,0,500000.0,50-59,306,1.0871283547512895,763.0
Crescenta Highlands,2024-01-27 08:14:27.928568064,1,0,0,0,0,286350.0,30-39,370,1.0255727896368019,260.0
Crest Park,2024-01-27 08:14:27.928568064,0,1,0,0,0,137200.0,20-29,423,3.9361702127659575,659.0
Cresthaven,2024-01-27 08:14:27.928568064,0,1,0,0,0,139200.0,0-9,1043,1.0536912751677852,530.0
Crestmont,2024-01-27 08:14:27.928568064,0,0,0,1,0,302000.0,20-29,262,1.0121951219512195,1.0
Crocker-Amazon,2024-01-27 08:14:27.928568064,0,0,0,1,0,263414.28571428574,40-49,450,1.0159504733222589,713.0
Crossroads,2024-01-27 08:14:27.928568064,0,1,0,0,0,126700.0,10-19,665,1.069172932330827,633.0
Crystal Ranch,2024-01-27 08:14:27.928568064,0,1,0,0,0,96900.0,10-19,917,1.0261723009814614,196.0
Cuesta Park,2024-01-27 08:14:27.928568064,0,0,0,1,0,380916.6666666667,30-39,241,0.8972945702345486,789.0
Culver - West,2024-01-27 08:14:27.928568064,1,0,0,0,0,316400.0,30-39,905,1.067487469763306,254.0
Cumberland South,2024-01-27 08:14:27.928568064,1,0,0,0,0,377800.0,30-39,395,0.9964305204975599,790.0
Curtis,2024-01-27 08:14:27.928568064,0,1,0,0,0,67600.0,20-29,495,1.143959808595396,629.0
Cypress,2024-01-27 08:14:27.928568064,0,1,0,0,0,84080.0,20-29,415,0.8372390631063276,633.0
Cypress Gardens,2024-01-27 08:14:27.928568064,0,1,0,0,0,148933.33333333334,10-19,575,1.026225363437786,718.3333333333334
Daley Ranch,2024-01-27 08:14:27.928568064,1,0,0,0,0,174800.0,0-9,950,1.0252631578947369,699.0
Dana Estates,2024-01-27 08:14:27.928568064,0,1,0,0,0,184000.0,20-29,399,1.0300751879699248,67.0
Dartmouth,2024-01-27 08:14:27.928568064,1,0,0,0,0,255800.0,20-29,1318,1.0349013657056145,785.0
Davis Manor,2024-01-27 08:14:27.928568064,0,1,0,0,0,130800.0,30-39,387,1.0155038759689923,974.0
Davis Tract,2024-01-27 08:14:27.928568064,0,0,0,1,0,162966.66666666666,30-39,363,1.0789570767099257,4.0
Daystar,2024-01-27 08:14:27.928568064,0,1,0,0,0,68850.0,30-39,487,1.0961640099784364,595.0
De Voss - Leigh,2024-01-27 08:14:27.928568064,1,0,0,0,0,280300.0,20-29,646,0.9608047060352953,785.0
Del Cerro,2024-01-27 08:14:27.928568064,0,0,0,0,1,251544.44444444444,20-29,403,1.0268183237106596,671.0
Del Dayo Estates,2024-01-27 08:14:27.928568064,0,1,0,0,0,292950.0,20-29,287,0.9820335584634867,596.0
Del Dayo Riviera,2024-01-27 08:14:27.928568064,0,1,0,0,0,302950.0,20-29,436,1.0317731654638362,596.0
Del Mar,2024-01-27 08:14:27.928568064,1,0,0,0,0,241300.0,20-29,552,1.0388471177944862,785.0
Del Mar Heights,2024-01-27 08:14:27.928568064,0,0,0,0,1,457514.85714285716,10-19,490,1.0690346111785622,677.0
Del Marietta - Southwest,2024-01-27 08:14:27.928568064,1,0,0,0,0,253333.33333333334,10-19,776,1.0587779787256892,785.0
Del Monte Park,2024-01-27 08:14:27.928568064,0,1,0,0,0,270600.0,10-19,384,1.0963541666666667,602.0
Del Paso Heights,2024-01-27 08:14:27.928568064,0,1,0,0,0,66166.66666666667,20-29,350,1.1835411295675935,595.0
Del Rosa,2024-01-27 08:14:27.928568064,0,1,0,0,0,120500.0,30-39,537,1.0073081418707144,629.0
Delhi,2024-01-27 08:14:27.928568064,1,0,0,0,0,155540.0,30-39,298,1.0352128068454953,492.0
Delman,2024-01-27 08:14:27.928568064,0,1,0,0,0,68033.33333333333,20-29,331,1.084738711511761,629.0
Delthorne,2024-01-27 08:14:27.928568064,1,0,0,0,0,354700.0,20-29,3522,1.0448608745031231,272.0
Dentwood - Southbridge,2024-01-27 08:14:27.928568064,1,0,0,0,0,271933.3333333333,20-29,369,1.017238795677109,785.0
Design District,2024-01-27 08:14:27.928568064,0,0,0,1,0,225000.0,50-59,68,0.9264705882352942,713.0
Diamond Bar,2024-01-27 08:14:27.928568064,0,0,0,0,1,194350.0,20-29,416,1.03874891137872,963.0
Diamond Heights,2024-01-27 08:14:27.928568064,0,0,0,1,0,345600.0,30-39,544,1.0293998175187637,713.0
Diamond Oaks,2024-01-27 08:14:27.928568064,0,1,0,0,0,163600.0,20-29,445,1.0173975151740222,530.0
Downtown,2024-01-27 08:14:27.928568064,0,0,0,0,0,172920.28985507245,30-39,426,1.0763233229336893,481.8840579710145
Downtown Anaheim,2024-01-27 08:14:27.928568064,1,0,0,0,0,190482.35294117648,20-29,360,1.0449904848924936,488.0
Downtown Berkeley,2024-01-27 08:14:27.928568064,0,0,0,1,0,226750.0,40-49,617,1.0495333591649918,0.0
Downtown Core,2024-01-27 08:14:27.928568064,0,0,0,0,1,156250.0,30-39,549,1.1996161302606503,275.0
Downtown Lincoln,2024-01-27 08:14:27.928568064,0,1,0,0,0,100740.0,30-39,278,0.9880228929611029,534.0
Downtown Los Angeles,2024-01-27 08:14:27.928568064,1,0,0,0,0,217483.38888888888,30-39,514,1.0820158351599947,254.0
Downtown Menlo Park,2024-01-27 08:14:27.928568064,0,0,0,1,0,427250.0,40-49,824,1.1055071510767713,761.0
Downtown Modesto,2024-01-27 08:14:27.928568064,0,1,0,0,0,98040.0,40-49,170,1.033320845223981,888.0
Downtown North,2024-01-27 08:14:27.928568064,0,0,0,1,0,417600.0,40-49,585,0.8377488809099735,763.0
Downtown Oakland,2024-01-27 08:14:27.928568064,0,0,0,1,0,179777.88888888888,30-39,524,1.096837575858375,1.0
Downtown Palm Springs,2024-01-27 08:14:27.928568064,0,1,0,0,0,115600.0,10-19,1300,1.9238461538461538,582.0
Downtown Redlands,2024-01-27 08:14:27.928568064,0,1,0,0,0,88500.0,30-39,521,1.0459614433342994,573.0
Downtown Rialto,2024-01-27 08:14:27.928568064,0,1,0,0,0,88700.0,20-29,549,1.1617021276595745,628.0
Downtown Riverside,2024-01-27 08:14:27.928568064,0,1,0,0,0,135483.33333333334,40-49,362,1.0317401593127364,551.0
Downtown San Jose,2024-01-27 08:14:27.928568064,1,0,0,0,0,215891.66666666666,30-39,328,1.0685950375322342,785.0
Drake - Fuller,2024-01-27 08:14:27.928568064,1,0,0,0,0,220600.0,40-49,291,1.0756013745704467,785.0
Drayton Heights,2024-01-27 08:14:27.928568064,0,1,0,0,0,146750.0,30-39,440,1.0135202176464313,595.0
Durant Manor,2024-01-27 08:14:27.928568064,0,0,0,1,0,116720.0,40-49,206,1.0701207584083248,1.0
Duveneck/St. Francis,2024-01-27 08:14:27.928568064,0,0,0,1,0,500000.0,30-39,348,1.0078347851669929,763.0
Eagle Rock,2024-01-27 08:14:27.928568064,1,0,0,0,0,187866.66666666666,40-49,602,1.0362711456010916,254.0
East Bakersfield,2024-01-27 08:14:27.928568064,0,1,0,0,0,51214.28571428572,30-39,385,1.1079737920281088,196.0
East Beach,2024-01-27 08:14:27.928568064,1,0,0,0,0,238700.0,30-39,389,1.0227294095492085,772.0
East Bluff,2024-01-27 08:14:27.928568064,1,0,0,0,0,446100.5,20-29,505,1.0142735880115348,510.0
East Canyon,2024-01-27 08:14:27.928568064,1,0,0,0,0,327900.0,10-19,614,1.0766949921535556,699.0
East Grove,2024-01-27 08:14:27.928568064,1,0,0,0,0,161400.0,10-19,1954,1.0477125187052894,699.0
East Hollywood,2024-01-27 08:14:27.928568064,1,0,0,0,0,223275.0,30-39,860,1.0582688648805303,254.0
East Industrial,2024-01-27 08:14:27.928568064,1,0,0,0,0,273450.0,10-19,301,1.0856742697078832,12.0
East Mesa,2024-01-27 08:14:27.928568064,0,0,0,0,1,344800.0,20-29,513,1.0621720618489034,772.0
East Peralta,2024-01-27 08:14:27.928568064,0,0,0,1,0,112300.0,40-49,237,1.0090747422706718,1.0
East Richmond,2024-01-27 08:14:27.928568064,0,0,0,1,0,214533.33333333334,40-49,372,0.9782145844952593,87.0
East Sacramento,2024-01-27 08:14:27.928568064,0,1,0,0,0,162663.15789473685,40-49,367,1.0534329226954988,595.0
East San Jose,2024-01-27 08:14:27.928568064,1,0,0,0,0,194600.0,10-19,733,1.0420885217225355,785.0
East San Mateo,2024-01-27 08:14:27.928568064,0,0,0,0,0,298683.3333333333,20-29,688,1.0207669948613625,753.0
East San Roque,2024-01-27 08:14:27.928568064,1,0,0,0,0,361233.6666666667,40-49,356,1.0795399398081287,772.0
East Side Capistrano,2024-01-27 08:14:27.928568064,0,0,0,0,1,114450.0,30-39,402,1.058194729247361,692.0
East Side Costa Mesa,2024-01-27 08:14:27.928568064,1,0,0,0,0,263504.347826087,20-29,486,1.0700174460813328,512.0
East Valley,2024-01-27 08:14:27.928568064,0,1,0,0,0,104580.0,30-39,463,0.9916393712801744,643.0
East Village,2024-01-27 08:14:27.928568064,0,0,0,0,1,112500.0,50-59,132,0.9728369592398098,671.0
East Whitter,2024-01-27 08:14:27.928568320,1,0,0,0,0,220818.88679245283,30-39,420,1.0250978502088803,299.6981132075472
Eastmont,2024-01-27 08:14:27.928568064,0,0,0,1,0,96160.0,30-39,344,1.062554825190115,1.0
Eastmont Hills,2024-01-27 08:14:27.928568064,0,0,0,1,0,143985.7142857143,30-39,368,0.9312205849777152,1.0
Easton Addition,2024-01-27 08:14:27.928568064,0,0,0,0,1,500000.0,40-49,314,1.0183297575468193,752.0
Eastshore,2024-01-27 08:14:27.928568064,0,0,0,1,0,122400.0,20-29,740,1.0527027027027027,87.0
Eastside,2024-01-27 08:14:27.928568064,0,0,0,0,0,151948.14814814815,30-39,593,1.0986344624500777,456.4074074074074
Echo Park,2024-01-27 08:14:27.928568064,1,0,0,0,0,181881.81818181818,40-49,415,1.0610989438397063,254.0
Eden Shores,2024-01-27 08:14:27.928568064,0,0,0,1,0,173600.0,30-39,467,0.9807280513918629,9.0
Edenvale,2024-01-27 08:14:27.928568064,1,0,0,0,0,255025.6923076923,10-19,548,1.022720395729432,785.0
Edgewood,2024-01-27 08:14:27.928568064,0,1,0,0,0,129766.66666666667,10-19,558,1.032442203812009,531.0
Edison,2024-01-27 08:14:27.928568064,0,1,0,0,0,55624.0,30-39,257,1.0591268456192913,112.48
Edison Avenue,2024-01-27 08:14:27.928568064,0,1,0,0,0,134650.0,30-39,418,1.092065868263473,595.0
Egger Highlands,2024-01-27 08:14:27.928568064,0,0,0,0,1,128177.77777777778,20-29,493,1.022694632362081,672.0
El Camino,2024-01-27 08:14:27.928568064,0,0,0,0,1,259100.0,20-29,840,1.0391847298608865,748.0
El Camino Real,2024-01-27 08:14:27.928568064,1,0,0,0,0,231200.0,10-19,414,1.0290992634323513,507.0
El Dorado,2024-01-27 08:14:27.928568064,0,1,0,0,0,189500.0,10-19,428,0.9825960314385344,76.0
El Dorado Park,2024-01-27 08:14:27.928568064,1,0,0,0,0,276000.0,20-29,592,1.038286752043911,275.0
El Dorado South,2024-01-27 08:14:27.928568064,1,0,0,0,0,268300.0,30-39,472,1.0261178388449,275.0
El Miradero,2024-01-27 08:14:27.928568064,1,0,0,0,0,350150.0,40-49,483,1.0509492977390513,260.0
El Porto,2024-01-27 08:14:27.928568064,1,0,0,0,0,500000.0,20-29,326,1.156441717791411,346.0
El Rancho,2024-01-27 08:14:27.928568064,1,0,0,0,0,165654.05405405405,30-39,367,1.0166577939834611,315.0
El Rio East,2024-01-27 08:14:27.928568064,0,0,0,0,1,213200.0,20-29,1158,1.116580310880829,963.0
El Sobrante Hills,2024-01-27 08:14:27.928568064,0,0,0,1,0,272400.0,10-19,2338,0.9730538922155688,87.0
El Toyonal,2024-01-27 08:14:27.928568064,0,0,0,1,0,378100.0,30-39,155,1.032258064516129,80.0
Elmhurst Park,2024-01-27 08:14:27.928568064,0,0,0,1,0,87633.33333333333,40-49,195,1.170838532362932,1.0
Emerald Hills,2024-01-27 08:14:27.928568064,0,0,0,0,1,141800.0,10-19,277,1.032490974729242,671.0
Encanto,2024-01-27 08:14:27.928568064,0,0,0,0,1,120650.0,20-29,541,1.0493783759645443,671.0
Encino,2024-01-27 08:14:27.928568064,1,0,0,0,0,388200.45454545453,30-39,734,1.001935779890065,254.0
Enterprise,2024-01-27 08:14:27.928568064,0,1,0,0,0,90530.76923076923,20-29,424,1.027915987262842,815.0
Enwood,2024-01-27 08:14:27.928568064,0,1,0,0,0,83800.0,50-59,94,0.9468085106382979,530.0
Erickson Industrial Park,2024-01-27 08:14:27.928568064,0,1,0,0,0,137500.0,10-19,755,1.1443708609271523,595.0
Erikson,2024-01-27 08:14:27.928568064,1,0,0,0,0,250100.0,20-29,257,1.0000423779092436,785.0
Essex,2024-01-27 08:14:27.928568064,0,1,0,0,0,40000.0,10-19,102,1.9509803921568627,76.0
Estudillo Estates - Glen,2024-01-27 08:14:27.928568064,0,0,0,1,0,233171.42857142858,40-49,414,1.028394499062168,4.0
Etiwanda,2024-01-27 08:14:27.928568064,0,1,0,0,0,315000.0,0-9,50,1.96,76.0
Eucalyptus Hill,2024-01-27 08:14:27.928568064,1,0,0,0,0,370700.5,30-39,676,1.0502163071561617,772.0
Eureka Valley,2024-01-27 08:14:27.928568064,0,0,0,1,0,393587.5,40-49,565,1.054048389784695,713.0
Evergreen,2024-01-27 08:14:27.928568064,1,0,0,0,0,250089.6551724138,10-19,450,1.0197429752021094,785.0
Evergreen Commons,2024-01-27 08:14:27.928568064,0,1,0,0,0,175200.0,20-29,1031,0.9776915615906887,595.0
Evergreen Estates,2024-01-27 08:14:27.928568064,0,1,0,0,0,149500.0,30-39,170,0.9369215049885804,595.0
Evergreen Park,2024-01-27 08:14:27.928568064,0,0,0,1,0,425650.0,30-39,2027,0.5268817204301075,763.0
Excelsior,2024-01-27 08:14:27.928568064,0,0,0,1,0,259936.84210526315,40-49,422,1.0356077497734366,713.0
Fair Oaks,2024-01-27 08:14:27.928568064,1,0,0,0,0,217700.0,20-29,593,1.0860033726812817,739.0
Fairfax,2024-01-27 08:14:27.928568064,1,0,0,0,0,361431.4375,40-49,556,1.036074218761872,254.0
Fairmeadow,2024-01-27 08:14:27.928568064,0,0,0,1,0,367600.0,30-39,521,1.0402561183626404,763.0
Fairmede - Hilltop,2024-01-27 08:14:27.928568064,0,0,0,1,0,148260.0,30-39,512,0.984001876561203,87.0
Fairvale Park,2024-01-27 08:14:27.928568064,0,1,0,0,0,133000.0,20-29,948,1.0242616033755274,603.0
Fairway Prk,2024-01-27 08:14:27.928568064,0,0,0,1,0,194060.0,30-39,267,1.0270461784725828,9.0
Falcons View,2024-01-27 08:14:27.928568064,0,1,0,0,0,151300.0,0-9,2873,1.222763661677689,601.0
Farm Hills,2024-01-27 08:14:27.928568064,0,0,0,0,1,406875.0,30-39,498,1.0695680137549315,758.0
Farrelly Pond District,2024-01-27 08:14:27.928568064,0,0,0,1,0,181600.0,50-59,335,1.0215393599099805,4.0
Feldheym,2024-01-27 08:14:27.928568064,0,1,0,0,0,68590.0,40-49,382,1.1219111461375397,629.0
Felicita,2024-01-27 08:14:27.928568064,1,0,0,0,0,280300.0,10-19,796,1.0293150795392803,699.0
Felton Gables,2024-01-27 08:14:27.928568064,0,0,0,1,0,500000.0,30-39,1138,1.039543057996485,761.0
Fernwood,2024-01-27 08:14:27.928568064,1,0,0,0,0,380000.0,40-49,176,1.0284090909090908,257.0
Fieldbrook,2024-01-27 08:14:27.928568064,1,0,0,0,0,102700.0,20-29,301,1.0598006644518272,160.0
Fig Garden,2024-01-27 08:14:27.928568064,0,1,0,0,0,123150.0,40-49,303,1.0439460842800923,114.0
Fire Mountain,2024-01-27 08:14:27.928568064,0,0,0,0,1,217575.0,20-29,576,1.04190240445836,692.0
Firth Park,2024-01-27 08:14:27.928568064,0,0,0,1,0,262800.0,30-39,607,1.0691468640436308,746.0
Fisher Park,2024-01-27 08:14:27.928568064,1,0,0,0,0,288800.0,30-39,362,0.9806629834254144,492.0
Fisherman's Wharf,2024-01-27 08:14:27.928568064,0,0,0,1,0,500000.0,50-59,250,1.268,713.0
Five Points Northeast,2024-01-27 08:14:27.928568064,0,0,0,0,1,143733.33333333334,30-39,427,1.0436489981217185,963.0
Flickinger North,2024-01-27 08:14:27.928568064,1,0,0,0,0,245433.33333333334,10-19,448,1.0538723687443567,785.0
Floral Park,2024-01-27 08:14:27.928568064,1,0,0,0,0,320300.0,50-59,365,0.9753424657534246,492.0
Floresta Gardens - Bradrick,2024-01-27 08:14:27.928568064,0,0,0,1,0,191100.0,30-39,373,0.989637268541052,4.0
Flower Park,2024-01-27 08:14:27.928568064,1,0,0,0,0,178133.33333333334,30-39,474,1.0341879367084659,492.0
Folsom Road,2024-01-27 08:14:27.928568064,0,1,0,0,0,106900.0,30-39,647,1.1509156242193654,530.0
Foothill Oaks,2024-01-27 08:14:27.928568064,0,1,0,0,0,122700.0,10-19,544,0.9356617647058824,595.0
Forest Hills,2024-01-27 08:14:27.928568064,0,1,0,0,0,100100.0,10-19,2267,1.015438906043229,815.0
Forestland,2024-01-27 08:14:27.928568064,0,0,0,1,0,315400.0,30-39,393,1.0235605367590441,1.0
Fox Hills,2024-01-27 08:14:27.928568064,1,0,0,0,0,304133.3333333333,30-39,1128,1.0203175203299601,269.0
Foxboro Downs,2024-01-27 08:14:27.928568064,0,0,0,1,0,184800.0,0-9,716,1.0977653631284916,85.0
Freeport Manor,2024-01-27 08:14:27.928568064,0,1,0,0,0,59100.0,30-39,427,1.0913348946135832,595.0
Fremont North,2024-01-27 08:14:27.928568064,0,0,0,0,1,222700.0,20-29,645,1.0499321676213447,963.0
Fremont South,2024-01-27 08:14:27.928568064,0,0,0,0,1,237200.0,20-29,557,0.46567164179104475,963.0
Freshwater,2024-01-27 08:14:27.928568064,0,0,0,0,0,126800.0,20-29,414,1.0230891999017855,152.0
Friendly Acres,2024-01-27 08:14:27.928568064,0,0,0,1,0,264383.3333333333,30-39,434,1.0186739806822849,758.0
Fruitdale College,2024-01-27 08:14:27.928568064,1,0,0,0,0,234300.0,20-29,795,1.006714112987593,785.0
Fruitridge Vista,2024-01-27 08:14:27.928568064,0,1,0,0,0,70750.0,30-39,319,1.0128893345917884,595.0
Fruitvale,2024-01-27 08:14:27.928568064,0,0,0,1,0,116400.0,40-49,238,1.0209907199420976,33.5
Galaxy Park,2024-01-27 08:14:27.928568064,0,1,0,0,0,121166.66666666667,10-19,645,1.0714951744771772,595.0
Garden Tract,2024-01-27 08:14:27.928568064,0,1,0,0,0,73700.0,30-39,321,1.0167494984727359,815.0
Garfield,2024-01-27 08:14:27.928568064,1,0,0,0,0,225214.2857142857,10-19,632,1.064686445654001,466.7142857142857
Garin Ranch,2024-01-27 08:14:27.928568064,0,1,0,0,0,119400.0,40-49,238,0.9453781512605042,61.0
Garvey,2024-01-27 08:14:27.928568064,1,0,0,0,0,191994.73684210525,20-29,533,1.047901445810119,308.36842105263156
Gaskill,2024-01-27 08:14:27.928568064,0,0,0,1,0,119600.0,50-59,362,1.0864174570235015,1.0
Gaslamp Quarter,2024-01-27 08:14:27.928568064,0,0,0,0,1,173750.0,20-29,568,1.1446973280770916,671.0
Gateway,2024-01-27 08:14:27.928568064,0,0,0,0,1,111300.0,30-39,379,1.050376617598205,671.0
Gavello Glen,2024-01-27 08:14:27.928568064,1,0,0,0,0,319000.0,20-29,493,1.0213685832946273,790.0
Gerber,2024-01-27 08:14:27.928568064,0,1,0,0,0,55866.666666666664,20-29,348,1.1089334237365136,76.0
Gibson Ranch Estates,2024-01-27 08:14:27.928568064,0,1,0,0,0,107000.0,10-19,729,1.0397805212620028,601.0
Glassell Park,2024-01-27 08:14:27.928568064,1,0,0,0,0,184420.0,30-39,490,1.051660422827205,254.0
Glen Avon,2024-01-27 08:14:27.928568064,0,1,0,0,0,129300.0,20-29,647,1.0359144743473945,551.0
Glen Eden,2024-01-27 08:14:27.928568064,0,0,0,1,0,180614.2857142857,20-29,565,1.0029498027334134,9.0
Glen Highlands,2024-01-27 08:14:27.928568064,0,0,0,1,0,295200.0,50-59,479,0.9874739039665971,1.0
Glen Park,2024-01-27 08:14:27.928568064,0,0,0,1,0,322325.0,50-59,471,1.0615747680241108,713.0
Glenfaire,2024-01-27 08:14:27.928568064,0,1,0,0,0,121600.0,20-29,1338,0.9959835678647986,608.0
Glenoaks Canyon,2024-01-27 08:14:27.928568064,1,0,0,0,0,446100.0,30-39,862,1.0220417633410672,260.0
Glenview,2024-01-27 08:14:27.928568064,0,0,0,1,0,271871.4285714286,50-59,424,1.040702268871995,1.0
Glenwood,2024-01-27 08:14:27.928568064,1,0,0,0,0,330581.9090909091,40-49,424,0.9307711477810806,260.0
Glorietta,2024-01-27 08:14:27.928568064,0,0,0,1,0,438000.0,30-39,183,0.9672131147540983,80.0
Gold Hills,2024-01-27 08:14:27.928568064,0,1,0,0,0,151600.0,10-19,325,1.1353846153846154,815.0
Golden Gate Park,2024-01-27 08:14:27.928568064,0,0,0,1,0,366520.0,50-59,482,1.0625652442473312,713.0
Golden Oaks,2024-01-27 08:14:27.928568064,0,1,0,0,0,144400.0,10-19,543,0.9815837937384899,531.0
Golden Triangle,2024-01-27 08:14:27.928568064,1,0,0,0,0,500000.0,20-29,372,0.9955432206132926,794.0
Golf Course Terrace,2024-01-27 08:14:27.928568064,0,1,0,0,0,101200.0,20-29,355,1.0942045690244016,595.0
Goodyear - Mastic,2024-01-27 08:14:27.928568064,1,0,0,0,0,170900.0,30-39,440,1.0143016048295304,785.0
Gore Ranch,2024-01-27 08:14:27.928568064,0,1,0,0,0,100600.0,20-29,340,1.035294117647059,815.0
Gracey Terrace,2024-01-27 08:14:27.928568064,0,1,0,0,0,161700.0,10-19,519,1.0404624277456647,596.0
Granada Hills,2024-01-27 08:14:27.928568064,1,0,0,0,0,291130.0,20-29,586,1.0272260609561756,254.0
Grand,2024-01-27 08:14:27.928568064,0,1,0,0,0,127437.5,30-39,420,1.0195559539731363,551.0
Grand Central,2024-01-27 08:14:27.928568064,1,0,0,0,0,223233.33333333334,30-39,253,1.0049791643061272,260.0
Grand Lake,2024-01-27 08:14:27.928568064,0,0,0,1,0,260340.0,30-39,738,1.0556097075930857,1.0
Grand Oaks,2024-01-27 08:14:27.928568064,0,1,0,0,0,99900.0,10-19,1047,1.0563514804202483,531.0
Grand Oaks Terrace,2024-01-27 08:14:27.928568064,0,1,0,0,0,122200.0,10-19,418,1.0047846889952152,531.0
Grandview,2024-01-27 08:14:27.928568064,1,0,0,0,0,252100.0,20-29,638,1.056808314568027,260.0
Granite Hills,2024-01-27 08:14:27.928568064,1,0,0,0,0,222900.0,20-29,615,1.0240716017171625,682.0
Grant,2024-01-27 08:14:27.928568064,0,1,0,0,0,147600.0,10-19,331,0.9500488330275565,815.0
Grant Hill,2024-01-27 08:14:27.928568064,0,0,0,0,1,97787.5,40-49,291,0.9628286135425024,671.0
Grantville,2024-01-27 08:14:27.928568064,0,0,0,0,1,144220.0,10-19,701,1.0763413725801563,671.0
Great Oaks,2024-01-27 08:14:27.928568064,1,0,0,0,0,216850.0,20-29,538,1.126858646283761,785.0
Green Valley,2024-01-27 08:14:27.928568064,1,0,0,0,0,276500.0,10-19,572,1.0524475524475525,518.0
Greenacres,2024-01-27 08:14:27.928568064,0,1,0,0,0,101900.0,20-29,319,1.0308253711524447,196.0
Greenbrae,2024-01-27 08:14:27.928568064,0,0,0,1,0,435025.5,30-39,764,0.9681734380940534,387.25
Greenfield,2024-01-27 08:14:27.928568064,0,1,0,0,0,77500.0,10-19,1307,1.1117061973986229,196.0
Greenmeadow,2024-01-27 08:14:27.928568064,0,0,0,1,0,409533.3333333333,30-39,730,1.0310327968440083,763.0
Greenridge Heights,2024-01-27 08:14:27.928568064,0,1,0,0,0,216100.0,10-19,1331,1.0525920360631105,602.0
Greenside Park,2024-01-27 08:14:27.928568064,0,0,0,0,1,76433.33333333333,50-59,486,1.0986795244210341,151.0
Gregory Estates,2024-01-27 08:14:27.928568064,0,1,0,0,0,75900.0,10-19,500,1.006,815.0
Grimmer,2024-01-27 08:14:27.928568064,1,0,0,0,0,214766.66666666666,20-29,861,1.0155863343135347,12.0
Guajome,2024-01-27 08:14:27.928568064,1,0,0,0,0,201750.0,0-9,2270,1.042763698886148,692.0
HI - 30,2024-01-27 08:14:27.928568064,0,1,0,0,0,97000.0,30-39,415,1.1022675736961451,629.0
Hackberry Estates,2024-01-27 08:14:27.928568064,0,1,0,0,0,190850.0,20-29,618,1.0221947214740401,596.0
Haight-Ashbury,2024-01-27 08:14:27.928568064,0,0,0,1,0,458265.1176470588,50-59,645,1.0013997930840501,713.0
Hampton Woods,2024-01-27 08:14:27.928568064,0,1,0,0,0,200000.0,50-59,16,0.0,196.0
Harbor,2024-01-27 08:14:27.928568064,1,0,0,0,0,235140.0,20-29,470,1.0265149976460384,278.1
Harbor City,2024-01-27 08:14:27.928568064,1,0,0,0,0,224600.0,10-19,735,1.0494187464591447,261.0
Harbor Gateway North,2024-01-27 08:14:27.928568064,1,0,0,0,0,190031.57894736843,30-39,480,1.0230581203858338,267.42105263157896
